id,first_name,last_name,email,mobile_number,primary_address1,primary_address2,primary_city,primary_zip,Age,gender,age_bucket,geo_bucket,Party Affiliation,home_status,edu_bucket,ethnicity_bucket
p52,first_name52,last_name52,email52,mobile_number52,primary_address152,primary_address252,primary_city52,primary_zip52,Age52,Male,25-34,Neighborhood Region 3,Republican Party,Own,Bachelors degree or higher,White
p53,first_name53,last_name53,email53,mobile_number53,primary_address153,primary_address253,primary_city53,primary_zip53,Age53,Male,35-44,Neighborhood Region 2,Democratic Party,Rent,Bachelors degree or higher,White
p54,first_name54,last_name54,email54,mobile_number54,primary_address154,primary_address254,primary_city54,primary_zip54,Age54,Male,65+,Neighborhood Region 2,Democratic Party,Rent,Bachelors degree or higher,White
p55,first_name55,last_name55,email55,mobile_number55,primary_address155,primary_address255,primary_city55,primary_zip55,Age55,Female,25-34,Neighborhood Region 1,Republican Party,Own,Bachelors degree or higher,White
p56,first_name56,last_name56,email56,mobile_number56,primary_address156,primary_address256,primary_city56,primary_zip56,Age56,Female,25-34,Neighborhood Region 1,Non-Affiliated/Other,Own,Bachelors degree or higher,White
p57,first_name57,last_name57,email57,mobile_number57,primary_address157,primary_address257,primary_city57,primary_zip57,Age57,Male,18-24,Neighborhood Region 2,Independent Party,Own,Some college or Associate’s degree,Asian/PI
p58,first_name58,last_name58,email58,mobile_number58,primary_address158,primary_address258,primary_city58,primary_zip58,Age58,Female,55-64,Neighborhood Region 3,Not Registered,Own,Bachelors degree or higher,White
p59,first_name59,last_name59,email59,mobile_number59,primary_address159,primary_address259,primary_city59,primary_zip59,Age59,Male,45-54,Neighborhood Region 2,Non-Affiliated/Other,Rent,Some college or Associate’s degree,White
p60,first_name60,last_name60,email60,mobile_number60,primary_address160,primary_address260,primary_city60,primary_zip60,Age60,Male,55-64,Neighborhood Region 2,Democratic Party,Rent,Some college or Associate’s degree,White
p61,first_name61,last_name61,email61,mobile_number61,primary_address161,primary_address261,primary_city61,primary_zip61,Age61,Female,35-44,Neighborhood Region 1,Not Registered,Rent,Some schooling; no diploma,White
p62,first_name62,last_name62,email62,mobile_number62,primary_address162,primary_address262,primary_city62,primary_zip62,Age62,Male,65+,Neighborhood Region 2,Independent Party,Own,Bachelors degree or higher,Hispanic/Latinx
p63,first_name63,last_name63,email63,mobile_number63,primary_address163,primary_address263,primary_city63,primary_zip63,Age63,Female,18-24,Neighborhood Region 1,Democratic Party,Own,Bachelors degree or higher,White
p64,first_name64,last_name64,email64,mobile_number64,primary_address164,primary_address264,primary_city64,primary_zip64,Age64,Female,25-34,Neighborhood Region 3,Not Registered,Own,Some college or Associate’s degree,White
p65,first_name65,last_name65,email65,mobile_number65,primary_address165,primary_address265,primary_city65,primary_zip65,Age65,Male,35-44,Neighborhood Region 3,Democratic Party,Own,Bachelors degree or higher,White
p66,first_name66,last_name66,email66,mobile_number66,primary_address166,primary_address266,primary_city66,primary_zip66,Age66,Male,65+,Neighborhood Region 1,Democratic Party,Own,Bachelors degree or higher,White
p67,first_name67,last_name67,email67,mobile_number67,primary_address167,primary_address267,primary_city67,primary_zip67,Age67,Male,35-44,Neighborhood Region 3,Democratic Party,Own,Some college or Associate’s degree,White
p68,first_name68,last_name68,email68,mobile_number68,primary_address168,primary_address268,primary_city68,primary_zip68,Age68,Female,55-64,Neighborhood Region 2,Independent Party,Own,Some college or Associate’s degree,White
p69,first_name69,last_name69,email69,mobile_number69,primary_address169,primary_address269,primary_city69,primary_zip69,Age69,Male,45-54,Neighborhood Region 2,Republican Party,Rent,High school diploma or equivalent,White
p70,first_name70,last_name70,email70,mobile_number70,primary_address170,primary_address270,primary_city70,primary_zip70,Age70,Female,65+,Neighborhood Region 1,Democratic Party,Own,Some college or Associate’s degree,White
p71,first_name71,last_name71,email71,mobile_number71,primary_address171,primary_address271,primary_city71,primary_zip71,Age71,Female,55-64,Neighborhood Region 2,Democratic Party,Rent,Some college or Associate’s degree,White
p72,first_name72,last_name72,email72,mobile_number72,primary_address172,primary_address272,primary_city72,primary_zip72,Age72,Female,25-34,Neighborhood Region 1,Republican Party,Rent,Some college or Associate’s degree,White
p73,first_name73,last_name73,email73,mobile_number73,primary_address173,primary_address273,primary_city73,primary_zip73,Age73,Female,35-44,Neighborhood Region 1,Republican Party,Own,Bachelors degree or higher,White
p74,first_name74,last_name74,email74,mobile_number74,primary_address174,primary_address274,primary_city74,primary_zip74,Age74,Male,35-44,Neighborhood Region 1,Democratic Party,Rent,High school diploma or equivalent,White
p75,first_name75,last_name75,email75,mobile_number75,primary_address175,primary_address275,primary_city75,primary_zip75,Age75,Female,45-54,Neighborhood Region 1,Democratic Party,Rent,Bachelors degree or higher,White
p76,first_name76,last_name76,email76,mobile_number76,primary_address176,primary_address276,primary_city76,primary_zip76,Age76,Male,35-44,Neighborhood Region 1,Democratic Party,Own,Bachelors degree or higher,White
p77,first_name77,last_name77,email77,mobile_number77,primary_address177,primary_address277,primary_city77,primary_zip77,Age77,Male,55-64,Neighborhood Region 3,Democratic Party,Own,Some schooling; no diploma,White
p78,first_name78,last_name78,email78,mobile_number78,primary_address178,primary_address278,primary_city78,primary_zip78,Age78,Other,55-64,Neighborhood Region 3,Democratic Party,Rent,Bachelors degree or higher,Black-Af. Amer-Native Amer-AN-Other
p79,first_name79,last_name79,email79,mobile_number79,primary_address179,primary_address279,primary_city79,primary_zip79,Age79,Female,65+,Neighborhood Region 2,Democratic Party,Own,Bachelors degree or higher,White
p80,first_name80,last_name80,email80,mobile_number80,primary_address180,primary_address280,primary_city80,primary_zip80,Age80,Female,45-54,Neighborhood Region 1,Democratic Party,Rent,Some schooling; no diploma,White
p81,first_name81,last_name81,email81,mobile_number81,primary_address181,primary_address281,primary_city81,primary_zip81,Age81,Female,55-64,Neighborhood Region 1,Independent Party,Own,Some college or Associate’s degree,White
p82,first_name82,last_name82,email82,mobile_number82,primary_address182,primary_address282,primary_city82,primary_zip82,Age82,Female,18-24,Neighborhood Region 2,Republican Party,Own,Some college or Associate’s degree,White
p83,first_name83,last_name83,email83,mobile_number83,primary_address183,primary_address283,primary_city83,primary_zip83,Age83,Male,35-44,Neighborhood Region 1,Non-Affiliated/Other,Own,Some college or Associate’s degree,Asian/PI
p84,first_name84,last_name84,email84,mobile_number84,primary_address184,primary_address284,primary_city84,primary_zip84,Age84,Female,25-34,Neighborhood Region 2,Republican Party,Own,Some college or Associate’s degree,White
p85,first_name85,last_name85,email85,mobile_number85,primary_address185,primary_address285,primary_city85,primary_zip85,Age85,Male,18-24,Neighborhood Region 1,Democratic Party,Own,Some college or Associate’s degree,White
p86,first_name86,last_name86,email86,mobile_number86,primary_address186,primary_address286,primary_city86,primary_zip86,Age86,Female,35-44,Neighborhood Region 2,Republican Party,Rent,High school diploma or equivalent,Black-Af. Amer-Native Amer-AN-Other
p87,first_name87,last_name87,email87,mobile_number87,primary_address187,primary_address287,primary_city87,primary_zip87,Age87,Male,45-54,Neighborhood Region 1,Independent Party,Own,Bachelors degree or higher,White
p88,first_name88,last_name88,email88,mobile_number88,primary_address188,primary_address288,primary_city88,primary_zip88,Age88,Male,65+,Neighborhood Region 3,Democratic Party,Own,Bachelors degree or higher,Hispanic/Latinx
p89,first_name89,last_name89,email89,mobile_number89,primary_address189,primary_address289,primary_city89,primary_zip89,Age89,Male,25-34,Neighborhood Region 3,Not Registered,Own,Some college or Associate’s degree,Hispanic/Latinx
p90,first_name90,last_name90,email90,mobile_number90,primary_address190,primary_address290,primary_city90,primary_zip90,Age90,Male,55-64,Neighborhood Region 3,Republican Party,Own,High school diploma or equivalent,White
p91,first_name91,last_name91,email91,mobile_number91,primary_address191,primary_address291,primary_city91,primary_zip91,Age91,Male,55-64,Neighborhood Region 2,Democratic Party,Own,Bachelors degree or higher,White
p92,first_name92,last_name92,email92,mobile_number92,primary_address192,primary_address292,primary_city92,primary_zip92,Age92,Other,25-34,Neighborhood Region 3,Democratic Party,Rent,Bachelors degree or higher,White
p93,first_name93,last_name93,email93,mobile_number93,primary_address193,primary_address293,primary_city93,primary_zip93,Age93,Male,35-44,Neighborhood Region 2,Republican Party,Rent,Some college or Associate’s degree,White
p94,first_name94,last_name94,email94,mobile_number94,primary_address194,primary_address294,primary_city94,primary_zip94,Age94,Other,25-34,Neighborhood Region 1,Independent Party,Rent,Some schooling; no diploma,White
p95,first_name95,last_name95,email95,mobile_number95,primary_address195,primary_address295,primary_city95,primary_zip95,Age95,Male,55-64,Neighborhood Region 3,Republican Party,Rent,Bachelors degree or higher,White
p96,first_name96,last_name96,email96,mobile_number96,primary_address196,primary_address296,primary_city96,primary_zip96,Age96,Male,55-64,Neighborhood Region 3,Democratic Party,Own,Some schooling; no diploma,White
p97,first_name97,last_name97,email97,mobile_number97,primary_address197,primary_address297,primary_city97,primary_zip97,Age97,Female,25-34,Neighborhood Region 2,Republican Party,Own,Bachelors degree or higher,White
p98,first_name98,last_name98,email98,mobile_number98,primary_address198,primary_address298,primary_city98,primary_zip98,Age98,Female,65+,Neighborhood Region 3,Republican Party,Rent,High school diploma or equivalent,White
p99,first_name99,last_name99,email99,mobile_number99,primary_address199,primary_address299,primary_city99,primary_zip99,Age99,Female,55-64,Neighborhood Region 2,Independent Party,Rent,Bachelors degree or higher,White
p100,first_name100,last_name100,email100,mobile_number100,primary_address1100,primary_address2100,primary_city100,primary_zip100,Age100,Female,65+,Neighborhood Region 1,Republican Party,Own,Bachelors degree or higher,White
p101,first_name101,last_name101,email101,mobile_number101,primary_address1101,primary_address2101,primary_city101,primary_zip101,Age101,Male,25-34,Neighborhood Region 1,Independent Party,Own,Bachelors degree or higher,White
p102,first_name102,last_name102,email102,mobile_number102,primary_address1102,primary_address2102,primary_city102,primary_zip102,Age102,Male,65+,Neighborhood Region 2,Democratic Party,Own,Some college or Associate’s degree,White
p103,first_name103,last_name103,email103,mobile_number103,primary_address1103,primary_address2103,primary_city103,primary_zip103,Age103,Male,45-54,Neighborhood Region 1,Independent Party,Own,Bachelors degree or higher,Hispanic/Latinx
p104,first_name104,last_name104,email104,mobile_number104,primary_address1104,primary_address2104,primary_city104,primary_zip104,Age104,Male,65+,Neighborhood Region 3,Republican Party,Own,Some college or Associate’s degree,White
p105,first_name105,last_name105,email105,mobile_number105,primary_address1105,primary_address2105,primary_city105,primary_zip105,Age105,Female,18-24,Neighborhood Region 3,Democratic Party,Own,Bachelors degree or higher,White
p106,first_name106,last_name106,email106,mobile_number106,primary_address1106,primary_address2106,primary_city106,primary_zip106,Age106,Female,25-34,Neighborhood Region 2,Independent Party,Own,Some college or Associate’s degree,White
p107,first_name107,last_name107,email107,mobile_number107,primary_address1107,primary_address2107,primary_city107,primary_zip107,Age107,Female,65+,Neighborhood Region 1,Democratic Party,Rent,Bachelors degree or higher,White
p108,first_name108,last_name108,email108,mobile_number108,primary_address1108,primary_address2108,primary_city108,primary_zip108,Age108,Male,45-54,Neighborhood Region 3,Not Registered,Own,High school diploma or equivalent,White
p109,first_name109,last_name109,email109,mobile_number109,primary_address1109,primary_address2109,primary_city109,primary_zip109,Age109,Female,35-44,Neighborhood Region 2,Republican Party,Rent,Bachelors degree or higher,White
p110,first_name110,last_name110,email110,mobile_number110,primary_address1110,primary_address2110,primary_city110,primary_zip110,Age110,Male,18-24,Neighborhood Region 2,Democratic Party,Own,Some college or Associate’s degree,Asian/PI
p111,first_name111,last_name111,email111,mobile_number111,primary_address1111,primary_address2111,primary_city111,primary_zip111,Age111,Male,25-34,Neighborhood Region 3,Not Registered,Own,Some college or Associate’s degree,Asian/PI
p112,first_name112,last_name112,email112,mobile_number112,primary_address1112,primary_address2112,primary_city112,primary_zip112,Age112,Male,65+,Neighborhood Region 1,Democratic Party,Rent,Some college or Associate’s degree,White
p113,first_name113,last_name113,email113,mobile_number113,primary_address1113,primary_address2113,primary_city113,primary_zip113,Age113,Female,18-24,Neighborhood Region 3,Republican Party,Own,Some college or Associate’s degree,Black-Af. Amer-Native Amer-AN-Other
p114,first_name114,last_name114,email114,mobile_number114,primary_address1114,primary_address2114,primary_city114,primary_zip114,Age114,Other,45-54,Neighborhood Region 1,Independent Party,Rent,Some college or Associate’s degree,White
p115,first_name115,last_name115,email115,mobile_number115,primary_address1115,primary_address2115,primary_city115,primary_zip115,Age115,Male,65+,Neighborhood Region 2,Independent Party,Rent,Bachelors degree or higher,White
p116,first_name116,last_name116,email116,mobile_number116,primary_address1116,primary_address2116,primary_city116,primary_zip116,Age116,Male,65+,Neighborhood Region 1,Republican Party,Own,Bachelors degree or higher,Hispanic/Latinx
p117,first_name117,last_name117,email117,mobile_number117,primary_address1117,primary_address2117,primary_city117,primary_zip117,Age117,Female,35-44,Neighborhood Region 3,Democratic Party,Rent,Bachelors degree or higher,White
p118,first_name118,last_name118,email118,mobile_number118,primary_address1118,primary_address2118,primary_city118,primary_zip118,Age118,Female,25-34,Neighborhood Region 1,Independent Party,Rent,Some college or Associate’s degree,White
p119,first_name119,last_name119,email119,mobile_number119,primary_address1119,primary_address2119,primary_city119,primary_zip119,Age119,Female,65+,Neighborhood Region 3,Not Registered,Rent,Bachelors degree or higher,White
p120,first_name120,last_name120,email120,mobile_number120,primary_address1120,primary_address2120,primary_city120,primary_zip120,Age120,Male,55-64,Neighborhood Region 2,Independent Party,Rent,Some schooling; no diploma,White
p121,first_name121,last_name121,email121,mobile_number121,primary_address1121,primary_address2121,primary_city121,primary_zip121,Age121,Other,45-54,Neighborhood Region 3,Republican Party,Rent,Bachelors degree or higher,White
p122,first_name122,last_name122,email122,mobile_number122,primary_address1122,primary_address2122,primary_city122,primary_zip122,Age122,Female,18-24,Neighborhood Region 3,Independent Party,Own,High school diploma or equivalent,White
p123,first_name123,last_name123,email123,mobile_number123,primary_address1123,primary_address2123,primary_city123,primary_zip123,Age123,Female,65+,Neighborhood Region 3,Not Registered,Rent,Some college or Associate’s degree,White
p124,first_name124,last_name124,email124,mobile_number124,primary_address1124,primary_address2124,primary_city124,primary_zip124,Age124,Female,45-54,Neighborhood Region 1,Non-Affiliated/Other,Rent,Some college or Associate’s degree,White
p125,first_name125,last_name125,email125,mobile_number125,primary_address1125,primary_address2125,primary_city125,primary_zip125,Age125,Male,65+,Neighborhood Region 3,Not Registered,Own,Bachelors degree or higher,White
p126,first_name126,last_name126,email126,mobile_number126,primary_address1126,primary_address2126,primary_city126,primary_zip126,Age126,Female,25-34,Neighborhood Region 3,Democratic Party,Own,Bachelors degree or higher,Hispanic/Latinx
p127,first_name127,last_name127,email127,mobile_number127,primary_address1127,primary_address2127,primary_city127,primary_zip127,Age127,Male,55-64,Neighborhood Region 2,Non-Affiliated/Other,Own,Bachelors degree or higher,White
p128,first_name128,last_name128,email128,mobile_number128,primary_address1128,primary_address2128,primary_city128,primary_zip128,Age128,Female,45-54,Neighborhood Region 2,Democratic Party,Rent,Some college or Associate’s degree,White
p129,first_name129,last_name129,email129,mobile_number129,primary_address1129,primary_address2129,primary_city129,primary_zip129,Age129,Male,65+,Neighborhood Region 2,Republican Party,Own,High school diploma or equivalent,Hispanic/Latinx
p130,first_name130,last_name130,email130,mobile_number130,primary_address1130,primary_address2130,primary_city130,primary_zip130,Age130,Male,25-34,Neighborhood Region 1,Independent Party,Own,Bachelors degree or higher,White
p131,first_name131,last_name131,email131,mobile_number131,primary_address1131,primary_address2131,primary_city131,primary_zip131,Age131,Other,18-24,Neighborhood Region 1,Democratic Party,Own,Bachelors degree or higher,White
p132,first_name132,last_name132,email132,mobile_number132,primary_address1132,primary_address2132,primary_city132,primary_zip132,Age132,Male,35-44,Neighborhood Region 1,Republican Party,Own,Bachelors degree or higher,White
p133,first_name133,last_name133,email133,mobile_number133,primary_address1133,primary_address2133,primary_city133,primary_zip133,Age133,Female,45-54,Neighborhood Region 3,Democratic Party,Own,Bachelors degree or higher,White
p134,first_name134,last_name134,email134,mobile_number134,primary_address1134,primary_address2134,primary_city134,primary_zip134,Age134,Female,55-64,Neighborhood Region 3,Non-Affiliated/Other,Own,Bachelors degree or higher,White
p135,first_name135,last_name135,email135,mobile_number135,primary_address1135,primary_address2135,primary_city135,primary_zip135,Age135,Female,55-64,Neighborhood Region 3,Republican Party,Own,Some college or Associate’s degree,White
p136,first_name136,last_name136,email136,mobile_number136,primary_address1136,primary_address2136,primary_city136,primary_zip136,Age136,Female,55-64,Neighborhood Region 1,Non-Affiliated/Other,Own,Bachelors degree or higher,Hispanic/Latinx
p137,first_name137,last_name137,email137,mobile_number137,primary_address1137,primary_address2137,primary_city137,primary_zip137,Age137,Male,35-44,Neighborhood Region 3,Democratic Party,Own,Bachelors degree or higher,White
p138,first_name138,last_name138,email138,mobile_number138,primary_address1138,primary_address2138,primary_city138,primary_zip138,Age138,Female,55-64,Neighborhood Region 1,Republican Party,Rent,Bachelors degree or higher,White
p139,first_name139,last_name139,email139,mobile_number139,primary_address1139,primary_address2139,primary_city139,primary_zip139,Age139,Male,45-54,Neighborhood Region 2,Democratic Party,Own,Some schooling; no diploma,Asian/PI
p140,first_name140,last_name140,email140,mobile_number140,primary_address1140,primary_address2140,primary_city140,primary_zip140,Age140,Male,65+,Neighborhood Region 3,Not Registered,Rent,Some college or Associate’s degree,Hispanic/Latinx
p141,first_name141,last_name141,email141,mobile_number141,primary_address1141,primary_address2141,primary_city141,primary_zip141,Age141,Male,65+,Neighborhood Region 3,Democratic Party,Own,Bachelors degree or higher,White
p142,first_name142,last_name142,email142,mobile_number142,primary_address1142,primary_address2142,primary_city142,primary_zip142,Age142,Male,25-34,Neighborhood Region 1,Democratic Party,Own,Bachelors degree or higher,White
p143,first_name143,last_name143,email143,mobile_number143,primary_address1143,primary_address2143,primary_city143,primary_zip143,Age143,Female,25-34,Neighborhood Region 3,Republican Party,Own,Some schooling; no diploma,White
